"Region","District","Name of health care institution","Health care institution address","Latitude","Longitude","Date and time of data actuality (end of reporting interval)","Reporting date","EDRPOU code of health care institution","Number of artificial respirating units in health care institution","Кількість випадків одужання серед осіб із підтвердженим діагнозом COVID-19 протягом звітного періоду","Number of recovery cases among people with confirmed COVID-19 diagnosis during reporting interval","Number of beds adaptated for hospitalization of peolple with suspected SARS-CoV-2 (2019-nCoV) coronavirus infection","Number of peolple with suspected SARS-CoV-2 (2019-nCoV) coronavirus infection, whoes cases wait for laboratory confirmation","Number of peolple with suspected SARS-CoV-2 (2019-nCoV) coronavirus infection, whoes cases registered during reported period","Number of peolple with confirmed COVID-19 diagnosis, affected by SARS-CoV-2 (2019-nCoV) coronavirus infection, who refused hospitalization","Number of peolple with confirmed COVID-19 diagnosis, affected by SARS-CoV-2 (2019-nCoV) coronavirus infection, under medical treatment","Number of peolple with confirmed COVID-19 diagnosis, who refused hospitalization during reporting inteval","Number of people whoes COVID-19 diagnosis confirmed during reporting period","Number of fatal cases among people with confirmed COVID-19 diagnosis during reporting interval","Note","State"
"Вінницька","-","КНП ""Вінницька обласна дитяча інфекційна клінічна лікарня""","м. Вінниця, вул. Київська, 68","49.250053205","28.476839183",2020-03-17 09:00:00,2020-03-16,"34004453",0,0,0,56,0,0,0,0,0,0,0,"5 боксів (25 ліжок), 7 напівбоксів(25 ліжок), 6 реанімаційних ліжок з реанімаційною залою.","Не виявлено"
"Вінницька","-","КНП ""Вінницька обласна дитяча інфекційна клінічна лікарня""","м. Вінниця, вул. Київська, 68","49.250053205","28.476839183",2020-03-18 09:00:00,2020-03-17,"34004453",0,0,0,56,0,0,0,0,0,0,0,"5 боксів (25 ліжок), 7 напівбоксів(25 ліжок), 6 реанімаційних ліжок з реанімаційною залою.","Не виявлено"
"Волинська","-","КП ""Володимир-Волинське територіальне медичне об'єднання""","м. Володимир-Волинський, вул. Павлова, 20","50.858570655","24.318943774",2020-03-15 09:00:00,2020-03-14,"42631325",0,0,0,6,1,1,0,0,0,0,0,NA,"Підозра"
"Волинська","-","КП ""Володимир-Волинське територіальне медичне об'єднання""","м. Володимир-Волинський, вул. Павлова, 20","50.858570655","24.318943774",2020-03-16 09:00:00,2020-03-15,"42631325",0,0,0,6,1,0,0,0,0,0,0,NA,"Підозра"
"Волинська","-","КП ""Володимир-Волинське територіальне медичне об'єднання""","м. Володимир-Волинський, вул. Павлова, 20","50.858570655","24.318943774",2020-03-17 09:00:00,2020-03-16,"42631325",0,0,0,6,0,0,0,0,0,0,0,NA,"Не виявлено"
"Волинська","-","КП ""Володимир-Волинське територіальне медичне об'єднання""","м. Володимир-Волинський, вул. Павлова, 20","50.858570655","24.318943774",2020-03-18 09:00:00,2020-03-17,"42631325",0,0,0,6,0,0,0,0,0,0,0,NA,"Не виявлено"
"Волинська","-","КП ""Волинський обласний перинатальний центр""","м. Луцьк, вул. Загородня, 20","50.761487219","25.380111002",2020-02-27 09:00:00,2020-02-26,"42078561",0,0,0,2,0,0,0,0,0,0,0,NA,"Не виявлено"
"Волинська","-","КП ""Волинський обласний перинатальний центр""","м. Луцьк, вул. Загородня, 20","50.761487219","25.380111002",2020-02-28 09:00:00,2020-02-27,"42078561",0,0,0,2,0,0,0,0,0,0,0,"—","Не виявлено"
"Волинська","-","КП ""Волинський обласний перинатальний центр""","м. Луцьк, вул. Загородня, 20","50.761487219","25.380111002",2020-03-02 09:00:00,2020-03-01,"42078561",0,0,0,2,0,0,0,0,0,0,0,"—","Не виявлено"
"Волинська","-","КП ""Волинський обласний перинатальний центр""","м. Луцьк, вул. Загородня, 20","50.761487219","25.380111002",2020-03-03 09:00:00,2020-03-02,"42078561",0,0,0,2,0,0,0,0,0,0,0,"—","Не виявлено"
"Волинська","-","КП ""Волинський обласний перинатальний центр""","м. Луцьк, вул. Загородня, 20","50.761487219","25.380111002",2020-03-04 09:00:00,2020-03-03,"42078561",0,0,0,2,0,0,0,0,0,0,0,"—","Не виявлено"
"Волинська","-","КП ""Волинський обласний перинатальний центр""","м. Луцьк, вул. Загородня, 20","50.761487219","25.380111002",2020-03-05 09:00:00,2020-03-04,"42078561",0,0,0,2,0,0,0,0,0,0,0,"—","Не виявлено"
"Волинська","-","КП ""Волинський обласний перинатальний центр""","м. Луцьк, вул. Загородня, 20","50.761487219","25.380111002",2020-03-06 09:00:00,2020-03-05,"42078561",0,0,0,2,0,0,0,0,0,0,0,"—","Не виявлено"
"Волинська","-","КП ""Волинський обласний перинатальний центр""","м. Луцьк, вул. Загородня, 20","50.761487219","25.380111002",2020-03-10 09:00:00,2020-03-09,"42078561",0,0,0,2,0,0,0,0,0,0,0,"—","Не виявлено"
"Волинська","-","КП ""Волинський обласний перинатальний центр""","м. Луцьк, вул. Загородня, 20","50.761487219","25.380111002",2020-03-11 09:00:00,2020-03-10,"42078561",0,0,0,2,0,0,0,0,0,0,0,"—","Не виявлено"
"Волинська","-","КП ""Волинський обласний перинатальний центр""","м. Луцьк, вул. Загородня, 20","50.761487219","25.380111002",2020-03-12 09:00:00,2020-03-11,"42078561",0,0,0,2,0,0,0,0,0,0,0,"—","Не виявлено"
"Волинська","-","КП ""Волинський обласний перинатальний центр""","м. Луцьк, вул. Загородня, 20","50.761487219","25.380111002",2020-03-13 09:00:00,2020-03-12,"42078561",0,0,0,2,0,0,0,0,0,0,0,"—","Не виявлено"
"Волинська","-","КП ""Волинський обласний перинатальний центр""","м. Луцьк, вул. Загородня, 20","50.761487219","25.380111002",2020-03-14 09:00:00,2020-03-13,"42078561",0,0,0,2,0,0,0,0,0,0,0,"—","Не виявлено"
"Волинська","-","КП ""Волинський обласний перинатальний центр""","м. Луцьк, вул. Загородня, 20","50.761487219","25.380111002",2020-03-15 09:00:00,2020-03-14,"42078561",0,0,0,2,0,0,0,0,0,0,0,"—","Не виявлено"
"Волинська","-","КП ""Волинський обласний перинатальний центр""","м. Луцьк, вул. Загородня, 20","50.761487219","25.380111002",2020-03-16 09:00:00,2020-03-15,"42078561",0,0,0,2,0,0,0,0,0,0,0,"—","Не виявлено"
"Волинська","-","КП ""Волинський обласний перинатальний центр""","м. Луцьк, вул. Загородня, 20","50.761487219","25.380111002",2020-03-17 09:00:00,2020-03-16,"42078561",0,0,0,2,0,0,0,0,0,0,0,"—","Не виявлено"
"Волинська","-","КП ""Волинський обласний перинатальний центр""","м. Луцьк, вул. Загородня, 20","50.761487219","25.380111002",2020-03-18 09:00:00,2020-03-17,"42078561",0,0,0,2,0,0,0,0,0,0,0,"—","Не виявлено"
"Волинська","Ратнівський","КНП ""Ратнівська центральна районна лікарня""","смт. Ратне, вул. Газіна, 64","51.672965087","24.538754679",2020-03-16 09:00:00,2020-03-15,"01982991",0,0,0,24,0,0,0,0,0,0,0,NA,"Не виявлено"
"Волинська","Ратнівський","КНП ""Ратнівська центральна районна лікарня""","смт. Ратне, вул. Газіна, 64","51.672965087","24.538754679",2020-03-17 09:00:00,2020-03-16,"01982991",0,0,0,24,0,0,0,0,0,0,0,NA,"Не виявлено"
"Волинська","Ратнівський","КНП ""Ратнівська центральна районна лікарня""","смт. Ратне, вул. Газіна, 64","51.672965087","24.538754679",2020-03-18 09:00:00,2020-03-17,"01982991",0,0,0,24,0,0,0,0,0,0,0,NA,"Не виявлено"
"Волинська","-","КНП ""Нововолинська центральна міська лікарня""","м. Нововолинськ, просп. Перемоги, 7","50.724657282","24.172172515",2020-03-16 09:00:00,2020-03-15,"01983016",0,0,0,6,0,0,0,0,0,0,0,NA,"Не виявлено"
"Волинська","-","КНП ""Нововолинська центральна міська лікарня""","м. Нововолинськ, просп. Перемоги, 7","50.724657282","24.172172515",2020-03-17 09:00:00,2020-03-16,"01983016",0,0,0,6,0,0,0,0,0,0,0,NA,"Не виявлено"
"Волинська","-","КНП ""Нововолинська центральна міська лікарня""","м. Нововолинськ, просп. Перемоги, 7","50.724657282","24.172172515",2020-03-18 09:00:00,2020-03-17,"01983016",0,0,0,6,0,0,0,0,0,0,0,NA,"Не виявлено"
"Волинська","Любомльський","КНП ""Любомльське територіальне медичне об'єднання Любомльської районної ради""","с. Згорани, вул. Садова, 30","51.365158752","23.980881140",2020-03-16 09:00:00,2020-03-15,"37271416",0,0,0,6,0,0,0,0,0,0,0,NA,"Не виявлено"
"Волинська","Любомльський","КНП ""Любомльське територіальне медичне об'єднання Любомльської районної ради""","с. Згорани, вул. Садова, 30","51.365158752","23.980881140",2020-03-17 09:00:00,2020-03-16,"37271416",0,0,0,6,0,0,0,0,0,0,0,NA,"Не виявлено"
"Волинська","Любомльський","КНП ""Любомльське територіальне медичне об'єднання Любомльської районної ради""","с. Згорани, вул. Садова, 30","51.365158752","23.980881140",2020-03-18 09:00:00,2020-03-17,"37271416",0,0,0,6,0,0,0,0,0,0,0,NA,"Не виявлено"
"Волинська","Камінь-Каширський","КНП ""Камінь-Каширська центральна районна лікарня""","м. Камінь-Каширськ, вул. Шевченка, 43","51.631262443","24.951863920",2020-03-16 09:00:00,2020-03-15,"01983051",0,0,0,4,0,0,0,0,0,0,0,NA,"Не виявлено"
"Волинська","Камінь-Каширський","КНП ""Камінь-Каширська центральна районна лікарня""","м. Камінь-Каширськ, вул. Шевченка, 43","51.631262443","24.951863920",2020-03-17 09:00:00,2020-03-16,"01983051",0,0,0,4,0,0,0,0,0,0,0,NA,"Не виявлено"
"Волинська","Камінь-Каширський","КНП ""Камінь-Каширська центральна районна лікарня""","м. Камінь-Каширськ, вул. Шевченка, 43","51.631262443","24.951863920",2020-03-18 09:00:00,2020-03-17,"01983051",0,0,0,4,0,0,0,0,0,0,0,NA,"Не виявлено"
"Волинська","-","КП ""Волинська обласна інфекційна лікарня""","м. Луцьк, вул. Шевченка, 30","50.749620624","25.311047488",2020-02-27 09:00:00,2020-02-26,"03398983",0,0,0,16,0,0,0,0,0,0,0,NA,"Не виявлено"
